#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
NEK8	NME3	9606.ENSP00000268766	9606.ENSP00000219302	0	0	0	0	0.062	0	0	0.491	0.502
NEK8	PIK3C2A	9606.ENSP00000268766	9606.ENSP00000265970	0	0	0	0	0	0	0	0.686	0.686
NEK9	NME3	9606.ENSP00000238616	9606.ENSP00000219302	0	0	0	0	0.062	0	0	0.508	0.519
NEK9	GAK	9606.ENSP00000238616	9606.ENSP00000314499	0	0	0	0.545	0.098	0.368	0	0.197	0.449
NEK9	CDK1	9606.ENSP00000238616	9606.ENSP00000378699	0	0	0	0.668	0.062	0.058	0.900	0.432	0.916
NEK9	NEK6	9606.ENSP00000238616	9606.ENSP00000362702	0	0	0	0.792	0.054	0.792	0.600	0.930	0.931
NEK9	PLK1	9606.ENSP00000238616	9606.ENSP00000300093	0	0	0	0.614	0.065	0.345	0.900	0.649	0.949
NEK9	NEK7	9606.ENSP00000238616	9606.ENSP00000356355	0	0	0	0.832	0.062	0.927	0.600	0.977	0.975
NIM1K	WEE1	9606.ENSP00000420849	9606.ENSP00000402084	0	0	0	0	0	0.151	0	0.471	0.532
NLK	PKM	9606.ENSP00000384625	9606.ENSP00000320171	0	0	0	0	0	0.414	0	0	0.414
NLK	CSNK1D	9606.ENSP00000384625	9606.ENSP00000324464	0	0	0	0	0.056	0.077	0	0.404	0.435
NLK	MAP3K7	9606.ENSP00000384625	9606.ENSP00000358335	0	0	0	0.588	0	0.821	0.900	0.774	0.987
NLK	RYK	9606.ENSP00000384625	9606.ENSP00000478721	0	0	0	0	0	0.095	0	0.456	0.486
NLK	HIPK2	9606.ENSP00000384625	9606.ENSP00000385571	0	0	0	0.570	0.063	0.345	0.900	0.462	0.945
NME1	AURKA	9606.ENSP00000337060	9606.ENSP00000216911	0	0	0	0	0.156	0.270	0	0.459	0.637
NME1	NME3	9606.ENSP00000337060	9606.ENSP00000219302	0	0	0.449	0.964	0.062	0.708	0.800	0.732	0.942
NME1	NME4	9606.ENSP00000337060	9606.ENSP00000219479	0	0	0.449	0.944	0.076	0.743	0.800	0.757	0.951
NME1	CKM	9606.ENSP00000337060	9606.ENSP00000221476	0	0	0	0	0.105	0.345	0	0.203	0.492
NME1	CMPK2	9606.ENSP00000337060	9606.ENSP00000256722	0	0	0	0	0.062	0	0.900	0.391	0.937
NME1	CDK4	9606.ENSP00000337060	9606.ENSP00000257904	0	0	0	0	0.321	0	0	0.206	0.437
NME1	AK7	9606.ENSP00000337060	9606.ENSP00000267584	0	0	0	0	0.066	0	0.650	0.166	0.703
NME1	ERBB2	9606.ENSP00000337060	9606.ENSP00000269571	0	0	0	0	0	0	0	0.535	0.535
NME1	EGFR	9606.ENSP00000337060	9606.ENSP00000275493	0	0	0	0	0	0	0	0.431	0.431
NME1	ATM	9606.ENSP00000337060	9606.ENSP00000278616	0	0	0	0	0	0	0	0.433	0.433
NME1	AK8	9606.ENSP00000337060	9606.ENSP00000298545	0	0	0	0	0.066	0	0.650	0.303	0.752
NME1	CKB	9606.ENSP00000337060	9606.ENSP00000299198	0	0	0	0	0.105	0.345	0	0.152	0.459
NME1	DTYMK	9606.ENSP00000337060	9606.ENSP00000304802	0	0	0	0	0.230	0	0.900	0.454	0.954
NME1	PRKDC	9606.ENSP00000337060	9606.ENSP00000313420	0	0	0	0	0.077	0	0	0.450	0.471
NME1	PKM	9606.ENSP00000337060	9606.ENSP00000320171	0	0	0	0	0.104	0	0.800	0.186	0.841
NME1	CSNK1E	9606.ENSP00000337060	9606.ENSP00000380044	0	0	0	0	0	0	0	0.454	0.454
NME1	MAP2K4	9606.ENSP00000337060	9606.ENSP00000410402	0	0	0	0	0	0	0	0.468	0.468
NME1	PRKAA1	9606.ENSP00000337060	9606.ENSP00000346148	0	0	0	0	0.062	0.068	0	0.449	0.477
NME1	MAP4K4	9606.ENSP00000337060	9606.ENSP00000343658	0	0	0	0	0	0	0	0.548	0.548
NME1	TAF9	9606.ENSP00000337060	9606.ENSP00000370201	0	0	0	0	0.085	0	0.650	0.101	0.687
NME1	AK4	9606.ENSP00000337060	9606.ENSP00000378743	0	0	0	0	0.090	0	0.650	0.196	0.721
NME1	AK1	9606.ENSP00000337060	9606.ENSP00000362271	0	0	0	0	0.076	0	0.650	0.235	0.731
NME1	AK2	9606.ENSP00000337060	9606.ENSP00000346921	0	0	0	0	0.173	0	0.650	0.372	0.802
NME1	KSR1	9606.ENSP00000337060	9606.ENSP00000381958	0	0	0	0	0	0.263	0	0.743	0.803
NME1	PKLR	9606.ENSP00000337060	9606.ENSP00000339933	0	0	0	0	0.064	0	0.800	0.161	0.829
NME1	NME7	9606.ENSP00000337060	9606.ENSP00000356785	0	0	0.391	0.748	0	0	0.800	0.729	0.851
NME1	NME6	9606.ENSP00000337060	9606.ENSP00000416658	0	0	0.444	0.721	0.062	0	0.800	0.520	0.851
NME1	AK9	9606.ENSP00000337060	9606.ENSP00000410186	0	0	0	0	0.066	0	0.800	0.303	0.858
NME1	AK3	9606.ENSP00000337060	9606.ENSP00000371230	0	0	0	0	0.066	0	0.900	0.141	0.912
NME1	AK5	9606.ENSP00000337060	9606.ENSP00000346577	0	0	0	0	0.066	0	0.900	0.191	0.917
NME1	GUK1	9606.ENSP00000337060	9606.ENSP00000355689	0	0	0	0	0.093	0.056	0.900	0.303	0.932
NME1	CMPK1	9606.ENSP00000337060	9606.ENSP00000360939	0	0	0	0	0.066	0	0.900	0.509	0.950
NME1	NME1-NME2	9606.ENSP00000337060	9606.ENSP00000376886	0	0	0.449	0.982	0.425	0.672	0.800	0.930	0.960
NME1	NME2	9606.ENSP00000337060	9606.ENSP00000376889	0	0	0.448	0.976	0.804	0.546	0.800	0.871	0.981
NME1-NME2	NME3	9606.ENSP00000376886	9606.ENSP00000219302	0	0	0.449	0.968	0	0.565	0.800	0.826	0.913
NME1-NME2	NME4	9606.ENSP00000376886	9606.ENSP00000219479	0	0	0.449	0.956	0	0.272	0.800	0.685	0.855
NME1-NME2	CKM	9606.ENSP00000376886	9606.ENSP00000221476	0	0	0	0	0.105	0.345	0	0.101	0.426
NME1-NME2	CMPK2	9606.ENSP00000376886	9606.ENSP00000256722	0	0	0	0	0.062	0	0.900	0.443	0.943
NME1-NME2	CSNK2A2	9606.ENSP00000376886	9606.ENSP00000262506	0	0	0	0	0.062	0	0	0.411	0.425
NME1-NME2	AK7	9606.ENSP00000376886	9606.ENSP00000267584	0	0	0	0	0.066	0	0.650	0.141	0.694
NME1-NME2	AK8	9606.ENSP00000376886	9606.ENSP00000298545	0	0	0	0	0.066	0	0.650	0.303	0.752
NME1-NME2	CKB	9606.ENSP00000376886	9606.ENSP00000299198	0	0	0	0	0.105	0.345	0	0.101	0.426
NME1-NME2	CKMT1B	9606.ENSP00000376886	9606.ENSP00000300283	0	0	0	0	0.066	0.246	0	0.422	0.557
NME1-NME2	DTYMK	9606.ENSP00000376886	9606.ENSP00000304802	0	0	0	0	0.131	0	0.900	0.530	0.955
NME1-NME2	PKM	9606.ENSP00000376886	9606.ENSP00000320171	0	0	0	0	0.104	0	0.800	0.199	0.844
NME1-NME2	NME1	9606.ENSP00000376886	9606.ENSP00000337060	0	0	0.449	0.982	0.425	0.672	0.800	0.930	0.960
NME1-NME2	PKLR	9606.ENSP00000376886	9606.ENSP00000339933	0	0	0	0	0.064	0	0.800	0.111	0.819
NME1-NME2	AK5	9606.ENSP00000376886	9606.ENSP00000346577	0	0	0	0	0.066	0	0.650	0.253	0.734
NME1-NME2	AK2	9606.ENSP00000376886	9606.ENSP00000346921	0	0	0	0	0.077	0.272	0.650	0.443	0.851
NME1-NME2	GUK1	9606.ENSP00000376886	9606.ENSP00000355689	0	0	0	0	0.163	0.056	0.900	0.321	0.939
NME1-NME2	NME7	9606.ENSP00000376886	9606.ENSP00000356785	0	0	0.394	0.777	0	0	0.800	0.509	0.836
NME1-NME2	CMPK1	9606.ENSP00000376886	9606.ENSP00000360939	0	0	0	0	0.066	0	0	0.576	0.587
NME1-NME2	AK1	9606.ENSP00000376886	9606.ENSP00000362271	0	0	0	0	0.076	0	0.650	0.397	0.788
NME1-NME2	TAF9	9606.ENSP00000376886	9606.ENSP00000370201	0	0	0	0	0.062	0	0.650	0.101	0.679
NME1-NME2	AK3	9606.ENSP00000376886	9606.ENSP00000371230	0	0	0	0	0.066	0	0.900	0.230	0.921
NME1-NME2	GALK1	9606.ENSP00000376886	9606.ENSP00000465930	0	0	0	0	0.060	0	0	0.392	0.404
NME1-NME2	KSR1	9606.ENSP00000376886	9606.ENSP00000381958	0	0	0	0	0	0.103	0	0.433	0.470
NME1-NME2	CKMT2	9606.ENSP00000376886	9606.ENSP00000404203	0	0	0	0	0.066	0.246	0	0.334	0.490
NME1-NME2	AK4	9606.ENSP00000376886	9606.ENSP00000378743	0	0	0	0	0.066	0	0.650	0.258	0.736
NME1-NME2	NME6	9606.ENSP00000376886	9606.ENSP00000416658	0	0	0.444	0.776	0.062	0	0.800	0.835	0.855
NME1-NME2	AK9	9606.ENSP00000376886	9606.ENSP00000410186	0	0	0	0	0.066	0	0.800	0.303	0.858
NME1-NME2	NME2	9606.ENSP00000376886	9606.ENSP00000376889	0	0	0.448	0.985	0.089	0.800	0.800	0.457	0.960
NME2	NME3	9606.ENSP00000376889	9606.ENSP00000219302	0	0	0.447	0.962	0	0.553	0.800	0.820	0.911
NME2	NME4	9606.ENSP00000376889	9606.ENSP00000219479	0	0	0.447	0.939	0.088	0.217	0.800	0.687	0.854
NME2	CKM	9606.ENSP00000376889	9606.ENSP00000221476	0	0	0	0	0.105	0.345	0	0.104	0.429
NME2	CMPK2	9606.ENSP00000376889	9606.ENSP00000256722	0	0	0	0	0.062	0	0.900	0.550	0.954
NME2	AK7	9606.ENSP00000376889	9606.ENSP00000267584	0	0	0	0	0.066	0	0.650	0.141	0.694
NME2	AK8	9606.ENSP00000376889	9606.ENSP00000298545	0	0	0	0	0.066	0	0.650	0.303	0.752
NME2	CKB	9606.ENSP00000376889	9606.ENSP00000299198	0	0	0	0	0.105	0.345	0	0.125	0.442
NME2	CKMT1B	9606.ENSP00000376889	9606.ENSP00000300283	0	0	0	0	0.066	0.246	0	0.395	0.537
NME2	DTYMK	9606.ENSP00000376889	9606.ENSP00000304802	0	0	0	0	0.122	0	0.900	0.527	0.954
NME2	PKM	9606.ENSP00000376889	9606.ENSP00000320171	0	0	0	0	0.109	0	0.800	0.236	0.852
NME2	NME1	9606.ENSP00000376889	9606.ENSP00000337060	0	0	0.448	0.976	0.804	0.546	0.800	0.871	0.981
NME2	PKLR	9606.ENSP00000376889	9606.ENSP00000339933	0	0	0	0	0.064	0	0.800	0.134	0.823
NME2	AK5	9606.ENSP00000376889	9606.ENSP00000346577	0	0	0	0	0.066	0	0.650	0.268	0.740
NME2	AK2	9606.ENSP00000376889	9606.ENSP00000346921	0	0	0	0	0.110	0.042	0.650	0.450	0.814
NME2	GUK1	9606.ENSP00000376889	9606.ENSP00000355689	0	0	0	0	0.063	0.056	0.900	0.408	0.940
NME2	NME7	9606.ENSP00000376889	9606.ENSP00000356785	0	0	0.351	0.702	0	0	0.800	0.525	0.846
NME2	CMPK1	9606.ENSP00000376889	9606.ENSP00000360939	0	0	0	0	0.066	0	0	0.600	0.610
NME2	AK1	9606.ENSP00000376889	9606.ENSP00000362271	0	0	0	0	0.076	0	0.650	0.440	0.803
NME2	TAF9	9606.ENSP00000376889	9606.ENSP00000370201	0	0	0	0	0.089	0	0.650	0.101	0.688
NME2	AK3	9606.ENSP00000376889	9606.ENSP00000371230	0	0	0	0	0.066	0	0.900	0.243	0.923
NME2	NME1-NME2	9606.ENSP00000376889	9606.ENSP00000376886	0	0	0.448	0.985	0.089	0.800	0.800	0.457	0.960
NME2	GALK1	9606.ENSP00000376889	9606.ENSP00000465930	0	0	0	0	0.082	0	0	0.390	0.417
NME2	KSR1	9606.ENSP00000376889	9606.ENSP00000381958	0	0	0	0	0	0.103	0	0.454	0.489
NME2	CKMT2	9606.ENSP00000376889	9606.ENSP00000404203	0	0	0	0	0.066	0.246	0	0.365	0.514
NME2	AK4	9606.ENSP00000376889	9606.ENSP00000378743	0	0	0	0	0.066	0	0.650	0.266	0.739
NME2	AK9	9606.ENSP00000376889	9606.ENSP00000410186	0	0	0	0	0.066	0	0.800	0.308	0.859
NME2	NME6	9606.ENSP00000376889	9606.ENSP00000416658	0	0	0.440	0.721	0.062	0	0.800	0.827	0.866
NME3	UCK2	9606.ENSP00000219302	9606.ENSP00000356853	0.041	0	0	0	0.062	0	0	0.417	0.430
NME3	STK17A	9606.ENSP00000219302	9606.ENSP00000319192	0	0	0	0	0	0	0	0.433	0.433
NME3	NEK6	9606.ENSP00000219302	9606.ENSP00000362702	0	0	0	0	0.063	0	0	0.451	0.463
NME3	DGUOK	9606.ENSP00000219302	9606.ENSP00000264093	0	0	0	0	0.241	0	0	0.352	0.487
NME3	NEK8	9606.ENSP00000219302	9606.ENSP00000268766	0	0	0	0	0.062	0	0	0.491	0.502
NME3	NEK9	9606.ENSP00000219302	9606.ENSP00000238616	0	0	0	0	0.062	0	0	0.508	0.519
NME3	CKMT2	9606.ENSP00000219302	9606.ENSP00000404203	0	0	0	0	0.062	0.213	0	0.435	0.546
NME3	CKMT1B	9606.ENSP00000219302	9606.ENSP00000300283	0	0	0	0	0.062	0.213	0	0.449	0.558
NME3	FASTK	9606.ENSP00000219302	9606.ENSP00000297532	0	0	0	0	0.100	0	0	0.608	0.632
NME3	TAF9	9606.ENSP00000219302	9606.ENSP00000370201	0	0	0	0	0.062	0	0.650	0.101	0.679
NME3	AK7	9606.ENSP00000219302	9606.ENSP00000267584	0	0	0	0	0.066	0	0.650	0.141	0.694
NME3	AK1	9606.ENSP00000219302	9606.ENSP00000362271	0	0	0	0	0.066	0	0.650	0.144	0.695
NME3	AK4	9606.ENSP00000219302	9606.ENSP00000378743	0	0	0	0	0.066	0	0.650	0.205	0.717
NME3	AK2	9606.ENSP00000219302	9606.ENSP00000346921	0	0	0	0	0.118	0	0.650	0.224	0.739
NME3	AK8	9606.ENSP00000219302	9606.ENSP00000298545	0	0	0	0	0.066	0	0.650	0.303	0.752
NME3	PKLR	9606.ENSP00000219302	9606.ENSP00000339933	0	0	0	0	0.064	0	0.800	0.111	0.819
NME3	PKM	9606.ENSP00000219302	9606.ENSP00000320171	0	0	0	0	0.064	0	0.800	0.138	0.824
NME3	NME7	9606.ENSP00000219302	9606.ENSP00000356785	0	0	0.391	0.758	0	0	0.800	0.783	0.851
NME3	AK9	9606.ENSP00000219302	9606.ENSP00000410186	0	0	0	0	0.066	0	0.800	0.303	0.858
NME3	NME6	9606.ENSP00000219302	9606.ENSP00000416658	0	0	0.444	0.760	0.110	0	0.800	0.852	0.867
NME3	NME4	9606.ENSP00000219302	9606.ENSP00000219479	0	0	0.449	0.954	0.083	0.380	0.800	0.851	0.883
NME3	NME2	9606.ENSP00000219302	9606.ENSP00000376889	0	0	0.447	0.962	0	0.553	0.800	0.820	0.911
NME3	NME1-NME2	9606.ENSP00000219302	9606.ENSP00000376886	0	0	0.449	0.968	0	0.565	0.800	0.826	0.913
NME3	AK3	9606.ENSP00000219302	9606.ENSP00000371230	0	0	0	0	0.095	0	0.900	0.188	0.920
NME3	CMPK1	9606.ENSP00000219302	9606.ENSP00000360939	0	0	0	0	0.069	0	0.900	0.281	0.927
NME3	CMPK2	9606.ENSP00000219302	9606.ENSP00000256722	0	0	0	0	0.062	0	0.900	0.302	0.928
NME3	DTYMK	9606.ENSP00000219302	9606.ENSP00000304802	0	0	0	0	0.062	0	0.900	0.389	0.937
NME3	GUK1	9606.ENSP00000219302	9606.ENSP00000355689	0	0	0	0	0.158	0.056	0.900	0.332	0.939
NME3	NME1	9606.ENSP00000219302	9606.ENSP00000337060	0	0	0.449	0.964	0.062	0.708	0.800	0.732	0.942
NME3	AK5	9606.ENSP00000219302	9606.ENSP00000346577	0	0	0	0	0.066	0	0.900	0.456	0.944
NME4	NME3	9606.ENSP00000219479	9606.ENSP00000219302	0	0	0.449	0.954	0.083	0.380	0.800	0.851	0.883
NME4	CKM	9606.ENSP00000219479	9606.ENSP00000221476	0	0	0	0	0.062	0.213	0	0.370	0.494
NME4	CKMT2	9606.ENSP00000219479	9606.ENSP00000404203	0	0	0	0	0.062	0.213	0	0.568	0.653
NME4	DGUOK	9606.ENSP00000219479	9606.ENSP00000264093	0	0	0	0	0	0	0	0.657	0.657
NME4	AK7	9606.ENSP00000219479	9606.ENSP00000267584	0	0	0	0	0.066	0	0.650	0.141	0.694
NME4	AK1	9606.ENSP00000219479	9606.ENSP00000362271	0	0	0	0	0.066	0	0.650	0.275	0.742
NME4	AK8	9606.ENSP00000219479	9606.ENSP00000298545	0	0	0	0	0.066	0	0.650	0.303	0.752
NME4	CKB	9606.ENSP00000219479	9606.ENSP00000299198	0	0	0	0	0.062	0.213	0	0.737	0.789
NME4	TAF9	9606.ENSP00000219479	9606.ENSP00000370201	0	0	0	0	0.062	0	0.650	0.435	0.798
NME4	PKM	9606.ENSP00000219479	9606.ENSP00000320171	0	0	0	0	0.064	0	0.800	0.111	0.819
NME4	PKLR	9606.ENSP00000219479	9606.ENSP00000339933	0	0	0	0	0.064	0	0.800	0.111	0.819
NME4	CKMT1B	9606.ENSP00000219479	9606.ENSP00000300283	0	0	0	0	0.062	0.213	0	0.779	0.823
NME4	AK2	9606.ENSP00000219479	9606.ENSP00000346921	0	0	0	0	0.066	0	0.650	0.583	0.851
NME4	NME7	9606.ENSP00000219479	9606.ENSP00000356785	0	0	0.388	0.741	0	0.075	0.800	0.643	0.853
NME4	NME2	9606.ENSP00000219479	9606.ENSP00000376889	0	0	0.447	0.939	0.088	0.217	0.800	0.687	0.854
NME4	NME1-NME2	9606.ENSP00000219479	9606.ENSP00000376886	0	0	0.449	0.956	0	0.272	0.800	0.685	0.855
NME4	NME6	9606.ENSP00000219479	9606.ENSP00000416658	0	0	0.444	0.715	0.062	0	0.800	0.849	0.869
NME4	AK9	9606.ENSP00000219479	9606.ENSP00000410186	0	0	0	0	0.066	0	0.800	0.431	0.884
NME4	AK4	9606.ENSP00000219479	9606.ENSP00000378743	0	0	0	0	0.066	0	0.650	0.749	0.910
NME4	AK5	9606.ENSP00000219479	9606.ENSP00000346577	0	0	0	0	0.066	0	0.900	0.270	0.925
NME4	GUK1	9606.ENSP00000219479	9606.ENSP00000355689	0	0	0	0	0.062	0.056	0.900	0.304	0.930
NME4	NME1	9606.ENSP00000219479	9606.ENSP00000337060	0	0	0.449	0.944	0.076	0.743	0.800	0.757	0.951
NME4	CMPK2	9606.ENSP00000219479	9606.ENSP00000256722	0	0	0	0	0.062	0	0.900	0.619	0.961
NME4	DTYMK	9606.ENSP00000219479	9606.ENSP00000304802	0	0	0	0	0.133	0	0.900	0.586	0.961
NME4	CMPK1	9606.ENSP00000219479	9606.ENSP00000360939	0	0	0	0	0.066	0	0.900	0.680	0.967
NME4	AK3	9606.ENSP00000219479	9606.ENSP00000371230	0	0	0	0	0.066	0	0.900	0.749	0.974
NME6	NME3	9606.ENSP00000416658	9606.ENSP00000219302	0	0	0.444	0.760	0.110	0	0.800	0.852	0.867
NME6	NME4	9606.ENSP00000416658	9606.ENSP00000219479	0	0	0.444	0.715	0.062	0	0.800	0.849	0.869
NME6	CMPK2	9606.ENSP00000416658	9606.ENSP00000256722	0	0	0	0	0.062	0	0.900	0.209	0.919
NME6	DAPK2	9606.ENSP00000416658	9606.ENSP00000261891	0	0	0	0	0	0	0	0.467	0.467
NME6	AK7	9606.ENSP00000416658	9606.ENSP00000267584	0	0	0	0	0.066	0	0.650	0.141	0.694
NME6	AK8	9606.ENSP00000416658	9606.ENSP00000298545	0	0	0	0	0.066	0	0.650	0.303	0.752
NME6	DTYMK	9606.ENSP00000416658	9606.ENSP00000304802	0	0	0	0	0.065	0	0.900	0.439	0.943
NME6	PKM	9606.ENSP00000416658	9606.ENSP00000320171	0	0	0	0	0.064	0	0.800	0.111	0.819
NME6	NME1	9606.ENSP00000416658	9606.ENSP00000337060	0	0	0.444	0.721	0.062	0	0.800	0.520	0.851
NME6	PKLR	9606.ENSP00000416658	9606.ENSP00000339933	0	0	0	0	0.064	0	0.800	0.111	0.819
NME6	AK5	9606.ENSP00000416658	9606.ENSP00000346577	0	0	0	0	0.066	0	0.900	0.395	0.938
NME6	AK2	9606.ENSP00000416658	9606.ENSP00000346921	0	0	0	0	0.110	0	0.650	0.318	0.769
NME6	GUK1	9606.ENSP00000416658	9606.ENSP00000355689	0	0	0	0	0.108	0.056	0.900	0.178	0.921
NME6	NME7	9606.ENSP00000416658	9606.ENSP00000356785	0	0	0.409	0.790	0.062	0	0.800	0.880	0.853
NME6	CMPK1	9606.ENSP00000416658	9606.ENSP00000360939	0	0	0	0	0.076	0	0.900	0.428	0.942
NME6	AK1	9606.ENSP00000416658	9606.ENSP00000362271	0	0	0	0	0.066	0	0.650	0.302	0.752
NME6	TAF9	9606.ENSP00000416658	9606.ENSP00000370201	0	0	0	0	0.063	0	0.650	0.111	0.682
NME6	AK3	9606.ENSP00000416658	9606.ENSP00000371230	0	0	0	0	0.092	0	0.900	0.297	0.930
NME6	NME1-NME2	9606.ENSP00000416658	9606.ENSP00000376886	0	0	0.444	0.776	0.062	0	0.800	0.835	0.855
NME6	NME2	9606.ENSP00000416658	9606.ENSP00000376889	0	0	0.440	0.721	0.062	0	0.800	0.827	0.866
NME6	AK4	9606.ENSP00000416658	9606.ENSP00000378743	0	0	0	0	0.066	0	0.650	0.342	0.766
NME6	AK9	9606.ENSP00000416658	9606.ENSP00000410186	0	0	0	0	0.066	0	0.800	0.486	0.895
NME7	NME3	9606.ENSP00000356785	9606.ENSP00000219302	0	0	0.391	0.758	0	0	0.800	0.783	0.851
NME7	NME4	9606.ENSP00000356785	9606.ENSP00000219479	0	0	0.388	0.741	0	0.075	0.800	0.643	0.853
NME7	CMPK2	9606.ENSP00000356785	9606.ENSP00000256722	0	0	0	0	0.062	0	0.900	0.450	0.943
NME7	AK7	9606.ENSP00000356785	9606.ENSP00000267584	0	0	0	0	0.066	0	0.650	0.374	0.777
NME7	AK8	9606.ENSP00000356785	9606.ENSP00000298545	0	0	0	0	0.066	0	0.650	0.467	0.810
NME7	DTYMK	9606.ENSP00000356785	9606.ENSP00000304802	0	0	0	0	0.062	0	0.900	0.346	0.933
NME7	PKM	9606.ENSP00000356785	9606.ENSP00000320171	0	0	0	0	0.064	0	0.800	0.111	0.819
NME7	NME1	9606.ENSP00000356785	9606.ENSP00000337060	0	0	0.391	0.748	0	0	0.800	0.729	0.851
NME7	PKLR	9606.ENSP00000356785	9606.ENSP00000339933	0	0	0	0	0.064	0	0.800	0.111	0.819
NME7	AK5	9606.ENSP00000356785	9606.ENSP00000346577	0	0	0	0	0.066	0	0.900	0.478	0.947
NME7	AK2	9606.ENSP00000356785	9606.ENSP00000346921	0	0	0	0	0.066	0	0.650	0.190	0.712
NME7	GUK1	9606.ENSP00000356785	9606.ENSP00000355689	0	0	0	0	0.062	0.056	0.900	0.189	0.918
NME7	UCK1	9606.ENSP00000356785	9606.ENSP00000361285	0.041	0	0	0	0.062	0	0	0.397	0.411
NME7	TAF9	9606.ENSP00000356785	9606.ENSP00000370201	0	0	0	0	0.062	0	0.650	0.101	0.679
NME7	AK4	9606.ENSP00000356785	9606.ENSP00000378743	0	0	0	0	0.066	0	0.650	0.201	0.716
NME7	AK1	9606.ENSP00000356785	9606.ENSP00000362271	0	0	0	0	0.066	0	0.650	0.331	0.762
NME7	NME1-NME2	9606.ENSP00000356785	9606.ENSP00000376886	0	0	0.394	0.777	0	0	0.800	0.509	0.836
NME7	NME2	9606.ENSP00000356785	9606.ENSP00000376889	0	0	0.351	0.702	0	0	0.800	0.525	0.846
NME7	NME6	9606.ENSP00000356785	9606.ENSP00000416658	0	0	0.409	0.790	0.062	0	0.800	0.880	0.853
NME7	AK9	9606.ENSP00000356785	9606.ENSP00000410186	0	0	0	0	0.066	0	0.800	0.453	0.888
NME7	AK3	9606.ENSP00000356785	9606.ENSP00000371230	0	0	0	0	0.066	0	0.900	0.141	0.912
NME7	CMPK1	9606.ENSP00000356785	9606.ENSP00000360939	0	0	0	0	0.066	0	0.900	0.326	0.931
NMRK1	NMRK2	9606.ENSP00000354387	9606.ENSP00000480091	0	0	0.298	0.943	0	0	0.800	0.904	0.813
NMRK2	BMP2K	9606.ENSP00000480091	9606.ENSP00000334836	0	0	0	0	0.062	0	0	0.679	0.686
NMRK2	NMRK1	9606.ENSP00000480091	9606.ENSP00000354387	0	0	0.298	0.943	0	0	0.800	0.904	0.813
NMRK2	ACVRL1	9606.ENSP00000480091	9606.ENSP00000373574	0	0	0	0	0	0.142	0	0.387	0.452
NMRK2	DAPK3	9606.ENSP00000480091	9606.ENSP00000442973	0	0	0	0	0	0	0	0.755	0.755
NOL9	PASK	9606.ENSP00000366934	9606.ENSP00000351475	0	0	0	0	0.082	0.394	0	0	0.420
NRK	MAP3K1	9606.ENSP00000434830	9606.ENSP00000382423	0	0	0	0.543	0	0	0.900	0.296	0.912
NTRK1	MAP2K5	9606.ENSP00000431418	9606.ENSP00000178640	0	0	0	0.568	0	0.178	0.900	0.188	0.919
NTRK1	MAPK1	9606.ENSP00000431418	9606.ENSP00000215832	0	0	0	0.574	0	0.167	0.900	0.381	0.926
NTRK1	KALRN	9606.ENSP00000431418	9606.ENSP00000240874	0	0	0	0	0	0.101	0	0.494	0.526
NTRK1	FLT4	9606.ENSP00000431418	9606.ENSP00000261937	0	0	0	0.613	0	0.400	0	0.612	0.538
NTRK1	MAPK3	9606.ENSP00000431418	9606.ENSP00000263025	0	0	0	0.573	0	0.300	0.900	0.621	0.945
NTRK1	KDR	9606.ENSP00000431418	9606.ENSP00000263923	0	0	0	0.615	0	0.278	0	0.915	0.531
NTRK1	PIK3CA	9606.ENSP00000431418	9606.ENSP00000263967	0	0	0	0	0.062	0.124	0.900	0.558	0.958
NTRK1	TXK	9606.ENSP00000431418	9606.ENSP00000264316	0	0	0	0.719	0	0.398	0	0.154	0.418
NTRK1	MAP3K13	9606.ENSP00000431418	9606.ENSP00000265026	0	0	0	0.574	0	0.397	0	0.226	0.446
NTRK1	ERBB3	9606.ENSP00000431418	9606.ENSP00000267101	0	0	0	0.599	0.091	0.395	0	0.769	0.601
NTRK1	ERBB2	9606.ENSP00000431418	9606.ENSP00000269571	0	0	0	0.602	0.091	0.377	0	0.911	0.623
NTRK1	EGFR	9606.ENSP00000431418	9606.ENSP00000275493	0	0	0	0.603	0.091	0.199	0	0.820	0.486
NTRK1	NTRK2	9606.ENSP00000431418	9606.ENSP00000277120	0	0	0	0.931	0	0	0.900	0.986	0.906
NTRK1	FLT1	9606.ENSP00000431418	9606.ENSP00000282397	0	0	0	0.623	0	0.398	0	0.730	0.561
NTRK1	KIT	9606.ENSP00000431418	9606.ENSP00000288135	0	0	0	0.619	0	0.165	0	0.860	0.436
NTRK1	BRAF	9606.ENSP00000431418	9606.ENSP00000288602	0	0	0	0.563	0.062	0.176	0.600	0.377	0.715
NTRK1	PIK3CB	9606.ENSP00000431418	9606.ENSP00000289153	0	0	0	0	0.062	0.124	0.800	0.265	0.863
NTRK1	MERTK	9606.ENSP00000431418	9606.ENSP00000295408	0	0	0	0.631	0	0.395	0	0.420	0.483
NTRK1	PRKCI	9606.ENSP00000431418	9606.ENSP00000295797	0	0	0	0	0	0	0.900	0.100	0.906
NTRK1	MST1R	9606.ENSP00000431418	9606.ENSP00000296474	0	0	0	0.618	0	0.258	0	0.739	0.464
